district,year,season,crop,area_hectares,yield_kg_per_ha,soil_type,ph,nitrogen_kg_per_ha,phosphorus_kg_per_ha,potassium_kg_per_ha,organic_carbon_percent,moisture_percent,avg_temp,max_temp,min_temp,rainfall,humidity,wind_speed,air_pressure,annual_recharge_mcm,annual_extraction_mcm,extraction_percent,future_groundwater_availability_mcm,water_stress_index,temp_range,rainfall_category,water_stress_category,fertility_score,climate_stress_score
Fatehgarh Sahib,2022,Rabi,Gram,26826.3,1891.2,Alluvial,7.87,139.8,27.6,150,0.53,19.8,13,18.9,5.1,55.3,55.6,6.1,1013.8,859.6,770.3,89.6,89.3,0.9,13.8,Low,High,92.4,10.44
Fatehgarh Sahib,2022,Rabi,Gram,27689.5,1173.5,Alluvial,7.87,139.5,27.9,155.1,0.52,19.6,13.2,19.7,5.2,64.8,54.1,6.3,1014.1,859.6,770.3,89.6,89.3,0.9,14.4,Low,High,94.7,10.55
Fatehgarh Sahib,2022,Rabi,Gram,31065.2,1185.3,Alluvial,7.87,139.9,27.9,149.9,0.54,19.8,13.1,19.1,6,68.3,55.2,6.2,1013.8,859.6,770.3,89.6,89.3,0.91,13.1,Low,High,93.6,10.48
Fatehgarh Sahib,2022,Rabi,Gram,28410.2,1624.8,Alluvial,7.87,140.9,26.7,151.5,0.54,19.9,12.9,18.4,6,43.4,54.7,6.2,1013.6,859.6,770.3,89.6,89.3,0.9,12.5,Low,High,94.5,10.57
Fatehgarh Sahib,2022,Rabi,Gram,25660.3,388.2,Alluvial,7.87,138.9,27.2,152,0.51,19.5,12.8,19.3,5.5,54.6,54.5,6.6,1014.3,859.6,770.3,89.6,89.3,0.9,13.9,Low,High,93.6,10.46
Fatehgarh Sahib,2022,Rabi,Wheat,96814.7,5733.9,Alluvial,7.87,139.9,27.4,153.5,0.52,19.8,13.4,19,6.1,54.7,54.8,6.3,1013.9,859.6,770.3,89.6,89.3,0.9,12.9,Low,High,93.8,10.53
Fatehgarh Sahib,2022,Rabi,Wheat,94449.3,5810.7,Alluvial,7.87,140.3,27.2,148.4,0.53,20.1,13.6,19.4,6.5,54.8,54.8,6.4,1014.2,859.6,770.3,89.6,89.3,0.89,12.9,Low,High,93.5,10.44
Fatehgarh Sahib,2022,Rabi,Wheat,97705.7,6366.6,Alluvial,7.87,141.3,26.7,157.1,0.52,19.7,13.1,18.5,7.3,47.5,54.9,6.3,1013.8,859.6,770.3,89.6,89.3,0.89,11.3,Low,High,93.8,10.57
Fatehgarh Sahib,2022,Rabi,Wheat,93539.1,5869.4,Alluvial,7.87,138.5,28.1,154.8,0.51,19.9,12.7,18.9,5.3,47.4,54.3,6.5,1013.3,859.6,770.3,89.6,89.3,0.9,13.7,Low,High,92.9,10.5
Fatehgarh Sahib,2022,Rabi,Wheat,97788,5162.6,Alluvial,7.87,141.3,26.8,151.8,0.52,19.7,12.3,19.3,6.8,60.4,54.4,6.3,1013.8,859.6,770.3,89.6,89.3,0.9,12.5,Low,High,93.2,10.49
Fatehgarh Sahib,2022,Rabi,Wheat,95767.5,5788.3,Alluvial,7.87,139.3,27.8,152.6,0.53,19.9,14,18.4,5.5,50.7,54.7,6.5,1013.8,859.6,770.3,89.6,89.3,0.92,12.9,Low,High,93.8,10.47
Fatehgarh Sahib,2022,Rabi,Wheat,97708.4,5727.4,Alluvial,7.87,137.8,27.5,154.4,0.54,19.8,13.7,19.2,5.7,77.5,56.2,6.5,1013.6,859.6,770.3,89.6,89.3,0.9,13.5,Low,High,93.1,10.51
Fatehgarh Sahib,2022,Rabi,Wheat,95801.7,5962.3,Alluvial,7.87,141,27.1,153.8,0.51,20,13.2,18.9,6.5,44.3,55.5,6.3,1014,859.6,770.3,89.6,89.3,0.92,12.4,Low,High,93.6,10.46
Fatehgarh Sahib,2022,Rabi,Wheat,98892.1,6586.1,Alluvial,7.87,139.4,27.3,156.6,0.52,20,13.7,18.6,5.5,75.1,54.7,6.3,1014.1,859.6,770.3,89.6,89.3,0.89,13.1,Low,High,93.8,10.58
Fatehgarh Sahib,2022,Rabi,Wheat,96228.1,6087.8,Alluvial,7.87,139.9,27.9,152.9,0.52,20,14.3,18.7,5.4,59.1,54.7,6.3,1013.1,859.6,770.3,89.6,89.3,0.9,13.3,Low,High,94.4,10.59
Fatehgarh Sahib,2022,Zaid,Fodder,20347.6,34304.6,Alluvial,7.55,109.5,38.5,239.6,0.32,16,36,43.1,29.9,14.9,27.5,13.1,995.3,859.6,770.3,89.6,89.3,0.9,13.2,Low,High,98.1,8
Fatehgarh Sahib,2022,Zaid,Fodder,22965.4,34662.3,Alluvial,7.55,108.3,37.2,239.2,0.33,15.8,35.8,43.3,29.7,18.9,27,13.2,995.8,859.6,770.3,89.6,89.3,0.91,13.7,Low,High,97.6,7.98
Fatehgarh Sahib,2022,Zaid,Fodder,17860.1,34365.9,Alluvial,7.55,108.8,39.2,239.1,0.33,16.1,36.6,42.7,30.1,28.2,27.2,13.1,995,859.6,770.3,89.6,89.3,0.93,12.6,Low,High,97.8,8.13
Fatehgarh Sahib,2022,Zaid,Fodder,21658.8,35205.9,Alluvial,7.55,110.2,37.6,245.4,0.32,15.8,36.7,43.3,30.3,19.9,27.3,13.1,995.1,859.6,770.3,89.6,89.3,0.9,13,Low,High,98,7.99
Fatehgarh Sahib,2022,Zaid,Fodder,23153.3,33855.7,Alluvial,7.55,108.7,37.7,243.2,0.32,15.9,36.9,43.3,29.7,2.4,28.5,13.2,995.2,859.6,770.3,89.6,89.3,0.89,13.7,Low,High,97.7,7.96
Fatehgarh Sahib,2022,Zaid,Fodder,20231.6,33542.8,Alluvial,7.55,108.8,39,237.5,0.32,16.3,35.5,43,30.5,-0.1,27.8,13,995.3,859.6,770.3,89.6,89.3,0.91,12.6,Low,High,98.4,7.99
Fatehgarh Sahib,2022,Zaid,Fodder,18141.9,34750.4,Alluvial,7.55,109.4,38.1,240.6,0.32,15.8,35.1,43.3,29.9,7.2,27.4,13.1,994.9,859.6,770.3,89.6,89.3,0.91,13.4,Low,High,97.5,8.09
Fatehgarh Sahib,2022,Zaid,Fodder,20125.7,34100.6,Alluvial,7.55,108.5,38.2,237.6,0.33,16.1,36,42.6,29.7,20.9,27.1,13.2,995.5,859.6,770.3,89.6,89.3,0.89,12.9,Low,High,97.8,8.05
Fatehgarh Sahib,2022,Zaid,Fodder,22903.9,34592.7,Alluvial,7.55,107,38.4,240.2,0.33,16.2,36.6,42.7,29.8,20.9,27.5,12.9,996.1,859.6,770.3,89.6,89.3,0.9,12.9,Low,High,98,7.88
Fatehgarh Sahib,2022,Zaid,Fodder,17078.7,33334.1,Alluvial,7.55,108.6,39.8,237.2,0.32,15.9,36.2,43.3,29.7,15.4,27.1,12.8,995.4,859.6,770.3,89.6,89.3,0.89,13.6,Low,High,98.3,8.1
Fatehgarh Sahib,2022,Zaid,Vegetables,5876.2,8201.5,Alluvial,7.55,109.5,38.5,239.6,0.32,16,36,43.1,29.9,14.9,27.5,13.1,995.3,859.6,770.3,89.6,89.3,0.9,13.2,Low,High,98.1,8
Fatehgarh Sahib,2022,Zaid,Vegetables,8541.3,8441.4,Alluvial,7.55,111.8,38.2,243.4,0.31,16,36,43.1,30.5,19.8,26.9,13.3,995.3,859.6,770.3,89.6,89.3,0.91,12.7,Low,High,98.2,7.91
Fatehgarh Sahib,2022,Zaid,Vegetables,8547.3,8356.2,Alluvial,7.55,109.6,38.6,239,0.3,15.7,36.5,43.5,31.1,29.3,26.7,13.3,994.7,859.6,770.3,89.6,89.3,0.91,12.4,Low,High,97.8,8.08
Fatehgarh Sahib,2022,Zaid,Vegetables,4632.9,7980.6,Alluvial,7.55,110.3,37.9,241.3,0.32,15.9,36.4,43.9,30.2,9.9,26.7,13.1,995.2,859.6,770.3,89.6,89.3,0.89,13.7,Low,High,97.7,8.03
Fatehgarh Sahib,2022,Zaid,Vegetables,4296.6,8753.8,Alluvial,7.55,109.6,39.3,242,0.32,16,35.9,43.2,29.2,16.3,27.6,13,994.6,859.6,770.3,89.6,89.3,0.89,14,Low,High,99,8.03
Fatehgarh Sahib,2022,Zaid,Vegetables,3235.7,7757.9,Alluvial,7.55,109.6,38.8,240.8,0.34,16.1,35.3,42.6,29.6,41.3,26.6,12.8,994.8,859.6,770.3,89.6,89.3,0.88,13.1,Low,High,98.2,7.91
Fatehgarh Sahib,2022,Zaid,Vegetables,7601.7,7984.9,Alluvial,7.55,109.9,37.8,237.3,0.31,15.9,36.1,43.4,30,23.9,27.2,13,995.4,859.6,770.3,89.6,89.3,0.92,13.4,Low,High,98,8.08
Fatehgarh Sahib,2022,Zaid,Vegetables,9754.9,8425.5,Alluvial,7.55,108.9,38.4,240.5,0.32,15.6,35.9,43.3,29.4,30.5,27.4,13.2,995,859.6,770.3,89.6,89.3,0.9,13.9,Low,High,98.1,8
Fatehgarh Sahib,2022,Zaid,Vegetables,6405.3,9005.9,Alluvial,7.55,109.2,39.3,242.1,0.33,16.1,36.2,42.7,30,25.5,26.8,13.1,995.6,859.6,770.3,89.6,89.3,0.9,12.6,Low,High,97.6,7.98
Fatehgarh Sahib,2022,Zaid,Vegetables,4974.9,7629.9,Alluvial,7.55,110.7,38,240.6,0.32,15.8,36.4,42.5,31.1,17.9,26.9,13.2,995.6,859.6,770.3,89.6,89.3,0.91,11.4,Low,High,99.6,7.94
Fazilka,2016,Kharif,Cotton,30776.4,2266.9,Sandy Loam,7.71,151.6,40.5,205.1,0.36,19.2,34.4,41.2,28.5,548.1,77.2,8.8,1000.6,1417.8,1317.8,92.9,100,0.93,12.7,High,High,105.4,11.7
Fazilka,2016,Kharif,Cotton,30888.1,2141.6,Sandy Loam,7.71,151.8,41,204.3,0.36,19.2,35.1,41.6,29,553,77.8,8.8,1000.5,1417.8,1317.8,92.9,100,0.93,12.5,High,High,104.8,11.7
Fazilka,2016,Kharif,Cotton,31585.1,3245.5,Sandy Loam,7.71,151.3,40.2,205.9,0.38,19.1,34.4,41.6,29.1,560,78.3,8.6,1000.5,1417.8,1317.8,92.9,100,0.92,12.6,High,High,105.9,11.71
Fazilka,2016,Kharif,Cotton,31759.9,2120.8,Sandy Loam,7.71,151.2,40.6,203.2,0.36,19.5,34.1,41.5,28.9,571.1,77.2,8.7,1000.9,1417.8,1317.8,92.9,100,0.94,12.6,High,High,106,11.72
Fazilka,2016,Kharif,Cotton,29851.8,2958.7,Sandy Loam,7.71,152.7,39.5,206.3,0.36,19.4,34.6,41.3,29,549.4,77.2,8.8,1000.6,1417.8,1317.8,92.9,100,0.92,12.3,High,High,105,11.77
Fazilka,2016,Kharif,Cotton,31511.6,1804.7,Sandy Loam,7.71,153.2,41.1,204.8,0.35,19.5,33.6,41.2,28.2,537.3,76.1,8.7,1000.5,1417.8,1317.8,92.9,100,0.93,13,High,High,105.1,11.79
Fazilka,2016,Kharif,Cotton,28939.6,1701.8,Sandy Loam,7.71,151.3,41,203,0.37,19.5,33.8,42.3,28.5,565.3,76.4,9,1000.1,1417.8,1317.8,92.9,100,0.92,13.8,High,High,105.5,11.73
Fazilka,2016,Kharif,Cotton,28882,2082.9,Sandy Loam,7.71,150.5,40,208,0.34,19.1,34.3,41.6,28.7,564.6,77.1,9.1,1000.5,1417.8,1317.8,92.9,100,0.91,12.9,High,High,105.5,11.82
Fazilka,2016,Kharif,Cotton,30710.1,1598.7,Sandy Loam,7.71,149.2,41.3,205.9,0.36,19,34.5,40.8,28.3,541.4,77.1,8.7,1000,1417.8,1317.8,92.9,100,0.92,12.5,High,High,105.3,11.72
Fazilka,2016,Kharif,Cotton,31058.3,2126,Sandy Loam,7.71,152.5,40.9,203.6,0.36,19.6,34.3,41.1,29,532.9,76.9,8.8,1000.8,1417.8,1317.8,92.9,100,0.94,12.1,High,High,105.2,11.66
Fazilka,2016,Kharif,Maize,15454.9,2521.8,Sandy Loam,7.71,151.6,40.5,205.1,0.36,19.2,34.4,41.2,28.5,548.1,77.2,8.8,1000.6,1417.8,1317.8,92.9,100,0.93,12.7,High,High,105.4,11.7
Fazilka,2016,Kharif,Maize,15985.6,2671.3,Sandy Loam,7.71,150.8,39.8,203.1,0.36,19.5,34.7,41,28.4,514.6,76.9,8.9,1001,1417.8,1317.8,92.9,100,0.92,12.6,High,High,105.9,11.74
Fazilka,2016,Kharif,Maize,14447.4,2857.5,Sandy Loam,7.71,151.3,39.9,205.7,0.34,19.5,34,41.2,28.4,548.7,77.3,8.7,1000.7,1417.8,1317.8,92.9,100,0.92,12.8,High,High,105.7,11.78
Fazilka,2016,Kharif,Maize,15269.3,2691.4,Sandy Loam,7.71,153.5,39.2,204.6,0.36,19.4,33.9,41.2,28.6,555,76.9,8.9,1001,1417.8,1317.8,92.9,100,0.93,12.6,High,High,106.1,11.76
Fazilka,2016,Kharif,Maize,14806.9,3104.9,Sandy Loam,7.71,151.1,40.2,209.6,0.35,19,34.4,41.7,28.2,552.2,76.7,9.1,1000.6,1417.8,1317.8,92.9,100,0.93,13.4,High,High,105.6,11.67
Fazilka,2016,Kharif,Maize,15168.1,2531.6,Sandy Loam,7.71,151.6,40.7,207,0.35,19.1,34.1,40.4,28.1,546.4,77,8.9,1000.4,1417.8,1317.8,92.9,100,0.94,12.3,High,High,105.6,11.74
Fazilka,2016,Kharif,Maize,16470.3,2412.1,Sandy Loam,7.71,153.5,40.4,205.2,0.37,18.8,33.8,41.7,28.7,554.2,75.7,8.8,1000.7,1417.8,1317.8,92.9,100,0.93,13,High,High,106.8,11.75
Fazilka,2016,Kharif,Maize,15501.4,3007.1,Sandy Loam,7.71,150.9,40.1,204.6,0.36,19.5,34.4,41.5,28.3,541.4,77.9,8.8,1000.4,1417.8,1317.8,92.9,100,0.94,13.2,High,High,105.2,11.8
Fazilka,2016,Kharif,Maize,15769,2682,Sandy Loam,7.71,153,40.6,208.6,0.35,19.3,33.9,41.5,28.1,565.6,75.6,8.5,1000.2,1417.8,1317.8,92.9,100,0.93,13.4,High,High,105.2,11.61
Fazilka,2016,Kharif,Maize,15167.8,2968,Sandy Loam,7.71,152.4,41.1,199.9,0.35,18.7,35.2,40.9,28.4,535.4,77.3,8.6,1000.5,1417.8,1317.8,92.9,100,0.94,12.5,High,High,106.3,11.71
Fazilka,2016,Kharif,Rice,96326.4,3925.9,Sandy Loam,7.71,151.6,40.5,205.1,0.36,19.2,34.4,41.2,28.5,548.1,77.2,8.8,1000.6,1417.8,1317.8,92.9,100,0.93,12.7,High,High,105.4,11.7
Fazilka,2016,Kharif,Rice,97060,3673.9,Sandy Loam,7.71,150.7,40,206,0.36,19.2,34.5,40.5,28.2,528.7,77.3,8.9,1000.5,1417.8,1317.8,92.9,100,0.93,12.3,High,High,105.7,11.61
Fazilka,2016,Kharif,Rice,97098.6,4042.7,Sandy Loam,7.71,153.4,40.7,209.8,0.37,19.6,34.4,41.3,28.6,556,75.5,8.6,1001.4,1417.8,1317.8,92.9,100,0.93,12.7,High,High,106.3,11.68
Fazilka,2016,Kharif,Rice,96888.2,3291.6,Sandy Loam,7.71,151.9,41.3,204.8,0.36,18.9,33.7,41.3,28.7,561,76.7,8.9,1000.9,1417.8,1317.8,92.9,100,0.94,12.6,High,High,106.4,11.63
Fazilka,2016,Kharif,Rice,97288.7,3668.2,Sandy Loam,7.71,153.5,40.8,206.9,0.36,19.1,34.6,41.7,29.1,531.1,76.5,8.6,1000.3,1417.8,1317.8,92.9,100,0.95,12.6,High,High,105.9,11.75
Fazilka,2016,Kharif,Rice,95775,3098.6,Sandy Loam,7.71,151.9,39.9,208.2,0.37,19.6,35.4,40.9,28.3,545.4,76.6,8.9,1000.8,1417.8,1317.8,92.9,100,0.93,12.7,High,High,104.8,11.66
Fazilka,2016,Kharif,Rice,98441.9,4563.5,Sandy Loam,7.71,152,40.2,207.2,0.35,18.9,34.7,40.9,28.7,542.1,77.1,8.8,1001.2,1417.8,1317.8,92.9,100,0.94,12.3,High,High,105.3,11.69
Fazilka,2016,Kharif,Rice,95415.1,4622.3,Sandy Loam,7.71,152.7,40.4,205,0.35,19.2,34.8,41.8,28,552.3,74.1,8.9,1001,1417.8,1317.8,92.9,100,0.93,13.8,High,High,105.7,11.79
Fazilka,2016,Kharif,Rice,97048.3,4037.4,Sandy Loam,7.71,152.5,40.2,208.3,0.37,18.6,34.4,40.4,27.7,552.8,77.1,8.7,1000.8,1417.8,1317.8,92.9,100,0.92,12.6,High,High,104.9,11.7
Fazilka,2016,Kharif,Rice,95508.3,4099.8,Sandy Loam,7.71,152.1,40.9,205.1,0.35,19.3,34.9,40.5,29,521.1,75.6,8.8,1000.3,1417.8,1317.8,92.9,100,0.95,11.5,High,High,105.3,11.72
Fazilka,2016,Rabi,Barley,18562.4,2417.9,Sandy Loam,7.41,99.4,30.8,180.4,0.31,17.2,18,25.2,10.3,85.2,44.6,7.6,1010.7,1417.8,1317.8,92.9,100,0.93,14.9,Low,High,81.4,10.25
Fazilka,2016,Rabi,Barley,16199.9,2257,Sandy Loam,7.41,99.9,31,180,0.3,17.2,19,25.3,10.1,78.6,44.6,7.5,1010.7,1417.8,1317.8,92.9,100,0.93,15.3,Low,High,82.3,10.16
Fazilka,2016,Rabi,Barley,16384.8,2687.7,Sandy Loam,7.41,99.9,30.1,181.3,0.3,17.3,18.5,25.5,10,76,44.7,7.7,1010.4,1417.8,1317.8,92.9,100,0.92,15.5,Low,High,81.5,10.15
Fazilka,2016,Rabi,Barley,16696.6,2541.4,Sandy Loam,7.41,99.7,31.1,183,0.3,17.4,18,24.7,10,81.5,46,7.7,1011,1417.8,1317.8,92.9,100,0.92,14.7,Low,High,80.9,10.13
Fazilka,2016,Rabi,Barley,19051.1,2621.8,Sandy Loam,7.41,98.5,29.4,177.2,0.32,17,17.1,25,10.7,92.6,44.4,7.6,1011.1,1417.8,1317.8,92.9,100,0.92,14.3,Low,High,80.1,10.28
Fazilka,2016,Rabi,Barley,16647.6,2677.7,Sandy Loam,7.41,100.2,31.2,184.7,0.31,17.3,17.7,25.3,10.9,77.9,45,7.8,1011,1417.8,1317.8,92.9,100,0.93,14.4,Low,High,81,10.25
Fazilka,2016,Rabi,Barley,18594.1,1967.4,Sandy Loam,7.41,98.8,31.5,181.2,0.33,16.8,18.7,24.9,10.6,63.6,44.9,7.7,1010.5,1417.8,1317.8,92.9,100,0.92,14.3,Low,High,81.6,10.27
Fazilka,2016,Rabi,Barley,18928,1430.9,Sandy Loam,7.41,101.5,30.7,182.7,0.31,17.3,18.2,25.6,10.3,104.7,46.1,7.7,1010.8,1417.8,1317.8,92.9,100,0.93,15.3,Low,High,82.2,10.3
Fazilka,2016,Rabi,Barley,21505.1,2850.7,Sandy Loam,7.41,100.6,29.6,185.4,0.32,16.9,18.3,25,10.8,64.9,43.9,7.5,1010.4,1417.8,1317.8,92.9,100,0.93,14.2,Low,High,82,10.35
Fazilka,2016,Rabi,Barley,18187.4,3040.2,Sandy Loam,7.41,97.6,30.5,182.1,0.31,17.4,17.9,25.5,10.3,84,44.1,7.5,1010.9,1417.8,1317.8,92.9,100,0.94,15.2,Low,High,81,10.2
Fazilka,2016,Rabi,Gram,19307.8,1448.6,Sandy Loam,7.41,99.4,30.8,180.4,0.31,17.2,18,25.2,10.3,85.2,44.6,7.6,1010.7,1417.8,1317.8,92.9,100,0.93,14.9,Low,High,81.4,10.25
Fazilka,2016,Rabi,Gram,19478.4,1684,Sandy Loam,7.41,100.4,30.6,179.7,0.3,17.4,17.1,24.6,10.5,88.3,45.6,7.8,1010.7,1417.8,1317.8,92.9,100,0.93,14.1,Low,High,80.9,10.23
Fazilka,2016,Rabi,Gram,20113,1470.6,Sandy Loam,7.41,98,30.1,181.9,0.3,17.2,18.3,25.4,10.3,100.4,45.4,7.5,1009.9,1417.8,1317.8,92.9,100,0.94,15.1,Low,High,81.9,10.28
Fazilka,2016,Rabi,Gram,19995.3,2076.4,Sandy Loam,7.41,98,30.4,179.3,0.3,17.6,18.8,24.5,10.7,70.5,44.7,7.5,1010.6,1417.8,1317.8,92.9,100,0.93,13.8,Low,High,81,10.27
Fazilka,2016,Rabi,Gram,17024.6,1948.8,Sandy Loam,7.41,98.1,31.3,178.3,0.31,16.8,17.9,25.1,9.9,79.1,43.9,7.5,1010.7,1417.8,1317.8,92.9,100,0.93,15.2,Low,High,80.3,10.24
Fazilka,2016,Rabi,Gram,21825.9,1742.5,Sandy Loam,7.41,98.3,30.2,180.2,0.32,17.4,18,24.7,10.7,84.5,43.6,7.4,1010.6,1417.8,1317.8,92.9,100,0.94,14,Low,High,80.2,10.24
Fazilka,2016,Rabi,Gram,18440.5,2136.5,Sandy Loam,7.41,99,31.7,182.4,0.31,17.3,18.6,24.9,11.1,94.8,44.9,7.6,1011.4,1417.8,1317.8,92.9,100,0.93,13.7,Low,High,80.5,10.22
Fazilka,2016,Rabi,Gram,18522.7,1145.5,Sandy Loam,7.41,99.5,30.4,177.2,0.31,17.1,17.6,26.1,9.4,70.1,44.3,7.6,1010.7,1417.8,1317.8,92.9,100,0.93,16.7,Low,High,80.8,10.27
Fazilka,2016,Rabi,Gram,19282.5,1233.2,Sandy Loam,7.41,99.1,30.5,178,0.3,17.1,18.3,25.3,10.5,98.7,44.8,7.7,1011.3,1417.8,1317.8,92.9,100,0.93,14.8,Low,High,80.9,10.19
Fazilka,2016,Rabi,Gram,20104.8,1668,Sandy Loam,7.41,99.3,31.5,177.4,0.32,17.1,17.4,25.6,10.3,94.4,45.6,7.5,1010.4,1417.8,1317.8,92.9,100,0.94,15.3,Low,High,81,10.24
Fazilka,2016,Rabi,Wheat,85302,4987.5,Sandy Loam,7.41,99.4,30.8,180.4,0.31,17.2,18,25.2,10.3,85.2,44.6,7.6,1010.7,1417.8,1317.8,92.9,100,0.93,14.9,Low,High,81.4,10.25
Fazilka,2016,Rabi,Wheat,80804,4921.2,Sandy Loam,7.41,98.2,31,176.9,0.32,17.2,17.4,24.6,10.4,84,44.1,7.3,1010.9,1417.8,1317.8,92.9,100,0.92,14.2,Low,High,81.2,10.22
Fazilka,2016,Rabi,Wheat,82325.8,3979.6,Sandy Loam,7.41,97.8,30.9,177.8,0.32,17.4,19,25.7,11.5,81.7,43.5,7.6,1011,1417.8,1317.8,92.9,100,0.92,14.2,Low,High,80.7,10.11
Fazilka,2016,Rabi,Wheat,84451.5,4599.3,Sandy Loam,7.41,99.2,30.6,181.1,0.31,17.2,18.8,25.4,11,111.3,45.7,7.6,1010.4,1417.8,1317.8,92.9,100,0.93,14.5,Low,High,81.5,10.09
Fazilka,2016,Rabi,Wheat,85319.7,5333.5,Sandy Loam,7.41,97.7,31.5,178.2,0.29,17.1,19,24.8,10.4,91.5,45.9,7.4,1010.4,1417.8,1317.8,92.9,100,0.93,14.4,Low,High,81.4,10.4
Fazilka,2016,Rabi,Wheat,88810.5,4346,Sandy Loam,7.41,99.3,30.2,181.8,0.31,17,18.1,25,10.5,86.7,45.2,7.5,1010.5,1417.8,1317.8,92.9,100,0.94,14.5,Low,High,80.2,10.11
Fazilka,2016,Rabi,Wheat,83304.6,5449,Sandy Loam,7.41,100.9,30.9,179.4,0.28,17.5,17.5,25.1,11.3,94.5,45.3,7.5,1010.3,1417.8,1317.8,92.9,100,0.94,13.8,Low,High,80.9,10.29
Fazilka,2016,Rabi,Wheat,85881.5,4883.7,Sandy Loam,7.41,100.7,29.5,182,0.31,17.4,18.1,25.2,10.7,89.4,44.8,7.7,1011,1417.8,1317.8,92.9,100,0.93,14.5,Low,High,82.3,10.3
Fazilka,2016,Rabi,Wheat,84543.4,4475,Sandy Loam,7.41,100,32.7,177.8,0.31,17.2,18.5,24.8,11.1,94.4,45.7,7.7,1010.7,1417.8,1317.8,92.9,100,0.92,13.7,Low,High,82,10.32
Fazilka,2016,Rabi,Wheat,88793.9,4432.7,Sandy Loam,7.41,99.4,31.1,179.4,0.31,16.8,18.5,24.8,9.5,97.6,44.8,7.8,1010.9,1417.8,1317.8,92.9,100,0.94,15.3,Low,High,81.8,10.18
Fazilka,2016,Zaid,Fodder,22384.9,39242.8,Sandy Loam,6.86,106.2,24.8,262.5,0.66,22.9,38.1,43.7,30.7,13.5,39.1,12.1,992.7,1417.8,1317.8,92.9,100,0.93,13,Low,High,109.1,9.08
Fazilka,2016,Zaid,Fodder,22875.6,39439.9,Sandy Loam,6.86,104.2,24.6,261.1,0.64,22.4,38.4,43.7,31,27.9,39.1,12.1,993.2,1417.8,1317.8,92.9,100,0.94,12.7,Low,High,107.4,9.1
Fazilka,2016,Zaid,Fodder,21837.5,38062,Sandy Loam,6.86,106.9,25.1,263.9,0.65,23.1,38.8,43.2,31,4.8,40.2,12.1,992.4,1417.8,1317.8,92.9,100,0.92,12.2,Low,High,109.5,9.13
Fazilka,2016,Zaid,Fodder,18070.3,39379.2,Sandy Loam,6.86,106.3,24.7,261.3,0.65,22.9,38,44.5,30.8,15,39.7,11.9,992.5,1417.8,1317.8,92.9,100,0.92,13.7,Low,High,109.4,9.01
Fazilka,2016,Zaid,Fodder,18913.7,39588.9,Sandy Loam,6.86,105.6,25.4,261,0.66,22.5,38.2,44.2,30.4,1.8,38.5,12.2,992.3,1417.8,1317.8,92.9,100,0.93,13.8,Low,High,109.7,9.1
Fazilka,2016,Zaid,Fodder,24278.9,39110.9,Sandy Loam,6.86,106.6,23.8,263.6,0.67,22.7,38.7,44.8,31.3,13.9,37.8,12.2,992.8,1417.8,1317.8,92.9,100,0.94,13.5,Low,High,109.6,8.91
Fazilka,2016,Zaid,Fodder,25887,39268.9,Sandy Loam,6.86,105,23.8,261,0.65,22.8,38.9,44,30.4,22.6,37.9,12.1,992.7,1417.8,1317.8,92.9,100,0.93,13.6,Low,High,109.7,9.05
Fazilka,2016,Zaid,Fodder,23073.5,39202,Sandy Loam,6.86,106.2,25.5,264.2,0.67,22.8,38.1,44,30.8,19,38.1,12.3,992.1,1417.8,1317.8,92.9,100,0.92,13.2,Low,High,109.6,9.21
Fazilka,2016,Zaid,Fodder,24806.2,39127.4,Sandy Loam,6.86,105.4,24.5,264.1,0.65,23,37.3,43.4,30.8,26.6,39.1,12.4,992.9,1417.8,1317.8,92.9,100,0.94,12.6,Low,High,108.5,9.21
Fazilka,2016,Zaid,Fodder,24099.8,38911.1,Sandy Loam,6.86,107.4,24.4,261.3,0.66,22.6,38.3,43.4,29.6,10.1,39.3,12.3,992.4,1417.8,1317.8,92.9,100,0.93,13.8,Low,High,109.7,9.12
Fazilka,2016,Zaid,Vegetables,9551.6,12354.6,Sandy Loam,6.86,106.2,24.8,262.5,0.66,22.9,38.1,43.7,30.7,13.5,39.1,12.1,992.7,1417.8,1317.8,92.9,100,0.93,13,Low,High,109.1,9.08
Fazilka,2016,Zaid,Vegetables,10595.2,12395.4,Sandy Loam,6.86,106.8,24.6,263.2,0.67,22.7,38,43.9,30.2,12.7,39.4,12,992.6,1417.8,1317.8,92.9,100,0.92,13.7,Low,High,109.2,9.05
Fazilka,2016,Zaid,Vegetables,8484.3,12266.1,Sandy Loam,6.86,106.7,24.1,265,0.67,22.9,38.5,43.2,30.5,17.5,40,12,992.8,1417.8,1317.8,92.9,100,0.96,12.7,Low,High,108.7,9.15
Fazilka,2016,Zaid,Vegetables,10005.8,12556.4,Sandy Loam,6.86,107,25.5,261.6,0.67,22.9,38.4,42.7,30.4,9.8,38.5,12.2,992.5,1417.8,1317.8,92.9,100,0.93,12.2,Low,High,109.3,9.03
Fazilka,2016,Zaid,Vegetables,9340.1,12147.1,Sandy Loam,6.86,104.8,24.9,261.5,0.66,23.3,38.8,43.3,31.1,27.4,37.4,12,993.1,1417.8,1317.8,92.9,100,0.95,12.2,Low,High,109.4,9.04
